COD_ID,NOME,tipo,SUB,SUB_NOME,UNI_TR_AT,TEN_NOM,TEN_NOM_kV,MUN,km_MT,ENE_MWh_ano,ENE_UC_MWh_ano,n_UNTRMT,kVA_instalado,n_UCBT,n_UCMT,n_DER,kW_DER,chaves_total,chaves_NA,chaves_NF,chaves_telecomandadas,NA_interligacao,NA_interligacao_telecomandada,NA_interligacao_SE,NA_interligacao_campo,NA_interligacao_campo_telecomandada,n_vizinhos,vizinhos,n_UNREMT,n_UNCRMT,lon_min,lat_min,lon_max,lat_max,score,n_clientes,CONJ_CODIGO,CONJ_NOME,ties_campo,ties_telecomandadas,ties_manuais,pares_ctmt_vizinho,grau,sem_socorro,alimentadores_socorro,subestacoes_socorro,subestacoes_socorro_nomes,conjuntos_socorro,conjuntos_socorro_nomes,chaves_campo,componente_id,tamanho_componente
INF0005,LSA JACUBA,LSA,449886789,SETD INFLUENCIA,449887083,67,25.0,3301207,124.112,-3147.41,7875.173,281,15115.0,2897,8,136,6107.323,128,13,115,946324654,9,2,4,5,1,3,INF0003;INF0004;SPC001,0,0,-42.789164,-22.004733,-42.653879,-21.871986,14525,2905,15091,SAPUCAIA,5,1,4,5,3,False,INF0003;INF0004;SPC001,18520614;449886789,SETD INFLUENCIA;SETD SAPUCAIA,15091,SAPUCAIA,20736316;20769690;20774761;536179105;946324654,1,1097
ALC651,LDA XAVIER,LDA,10385889,SETD ALDEIA CAMPISTA,10401450,46,13.2,3304557,6.238,16229.209,14215.947,64,7227.5,2770,13,19,130.84,54,14,40,960709564,5,1,0,5,1,3,ALC740;ALC9801;CBI33795,0,0,-43.249205,-22.917546,-43.233956,-22.901222,13915,2783,15033,ALDEIA CAMPISTA,5,1,4,5,3,False,ALC740;ALC9801;CBI33795,10385889;1141,SETD ALDEIA CAMPISTA;SETD CACHAMBI,15027;15033,ALDEIA CAMPISTA;CACHAMBI AEREO,11080362;491328161;689036772;960709546;960709564,1,1097
DMC660,LDA BURNIER,LDA,1168,SETD DEMOCRATICOS,1248149,46,13.2,3304557,4.595,22130.745,12537.717,43,5002.5,2707,5,28,484.28,30,7,23,,5,0,0,5,0,3,DMC3149;DMC3326;DMC871,0,1,-43.27456,-22.875697,-43.257827,-22.867471,13560,2712,15056,DEMOCRATICOS AEREO,5,0,5,6,3,False,DMC3149;DMC3326;DMC871,1168,SETD DEMOCRATICOS,15056,DEMOCRATICOS AEREO,1621304;1621311;1621339;1627667;1627695,1,1097
HMT3022,LDS 24210 / LDS 1939 / MARQUES / MOURA,LDS,10386096,SETD HUMAITA,10401585,46,13.2,3304557,7.361,7661.68,6110.55,40,4730.0,2607,1,11,64.19,31,8,23,,6,0,1,5,0,3,HMT3144;HMT3386;HMT3816,0,0,-43.198739,-22.958821,-43.182083,-22.946079,13040,2608,15022,HUMAITA AEREO,5,0,5,5,3,False,HMT3144;HMT3386;HMT3816,10386096,SETD HUMAITA,15022;15059,HUMAITA AEREO;HUMAITA SUBTERRANEO,11180105;11180168;11180175;11306512;11307268,4,6
CBI24833,LDA GARCIDON,LDA,1141,SETD CACHAMBI,1248119,46,13.2,3304557,2.667,11380.279,9549.689,30,5167.5,2356,2,31,279.94,22,5,17,,6,0,1,5,0,4,CBI24826;CBI24854;CBI24898;CBI33798,0,0,-43.282361,-22.899932,-43.274294,-22.8893,11790,2358,15027,CACHAMBI AEREO,5,0,5,5,3,False,CBI24826;CBI24898;CBI33798,1141,SETD CACHAMBI,15027,CACHAMBI AEREO,1585044;1596482;1609523;1609593;1609656,1,1097
AFR002,LDA FARMA,LDA,18520461,SETD ARI FRANCO,18915105,46,13.2,3304557,5.642,28756.224,1376.839,56,6082.5,2355,0,1,2.0,38,7,31,,8,3,3,5,0,7,AFR003;AFR004;AFR008;AFR010;AFR014;CAM001;CAM002,0,6,-43.482413,-22.873581,-43.471999,-22.861609,11775,2355,15010,ARI FRANCO,5,0,5,5,3,False,AFR010;CAM001;CAM002,18520461;18520488,SETD ARI FRANCO;SETD CAMARA,14991;15010,ARI FRANCO;CAMARA,20670775;20675360;20675388;20675402;20805948,1,1097
CXS001,LDA PRUDENTE,LDA,18520785,SETD CAXIAS,18915305,46,13.2,3301702,11.323,32137.956,15640.542,51,6330.0,2242,25,45,566.26,79,11,68,,5,0,0,5,0,3,CXS008;CXS012;WLS002,0,9,-43.311132,-22.785459,-43.284799,-22.769415,11335,2267,15700,CAXIAS AEREO,5,0,5,5,3,False,CXS008;CXS012;WLS002,18519994;18520785,SETD CAXIAS;SETD WASHINGTON LUIS,15073;15700,CAXIAS AEREO;WASHINGTON LUIS AEREO,138434308;20717059;20775664;32828238;58286759,1,1097
PDG29857,LDA MUNIZ,LDA,10385916,SETD PORTA DAGUA,10401260,46,13.2,3304557,6.136,36357.824,27296.239,36,6445.0,2240,9,49,255.3,26,7,19,693631368,5,1,0,5,1,3,GDN0012;PDG29023;PDG29776,0,0,-43.345026,-22.955742,-43.331654,-22.93801,11245,2249,16902,PORTA DAGUA AEREO,5,1,4,5,3,False,GDN0012;PDG29023;PDG29776,10385916;457474244,SETD GARDENIA;SETD PORTA DAGUA,16902;16903,GARDENIA;PORTA DAGUA AEREO,11037231;500805320;693631368;7313364;760824351,1,1097
TRV845,LDA BENZIL,LDA,10385898,SETD TROVAO,10401250,46,13.2,3304557,5.667,24646.304,1411.9,51,6082.5,2126,1,1,7.5,31,7,24,,6,0,1,5,0,4,DMC772;TRV907;TRV964;TRV988,0,0,-43.242072,-22.889915,-43.231184,-22.872311,10635,2127,15020,TROVAO AEREO,5,0,5,5,3,False,DMC772;TRV964;TRV988,10385898;1168,SETD DEMOCRATICOS;SETD TROVAO,15020;15056,DEMOCRATICOS AEREO;TROVAO AEREO,11025234;11025255;11135433;1611574;736472904,1,1097
CUR00002,LDA ABELARDO,LDA,10386042,SETD CURICICA,10401620,46,13.2,3304557,5.281,16593.001,11424.955,29,4652.5,1862,4,14,272.96,21,3,18,624227446,5,1,0,5,1,3,CUR00001;CUR33309;GDN0011,0,0,-43.396964,-22.973429,-43.377132,-22.956823,9330,1866,16901,CURICICA AEREO,5,1,4,5,3,False,CUR00001;CUR33309;GDN0011,10386042;457474244,SETD CURICICA;SETD GARDENIA,16901;16903,CURICICA AEREO;GARDENIA,138713962;475702394;564072832;624227446;999218425,1,1097
FND4304,LDS 4304 / LRA GALEAO,LDS,1222,SETD FUNDAO,1248409,46,13.2,3304557,13.616,12790.906,11151.49,61,6060.0,1730,13,8,415.18,45,9,36,,5,0,0,5,0,3,FND3262;FND3747;FND4286,0,0,-43.242227,-22.83902,-43.217186,-22.811921,8715,1743,15040,GOVERNADOR AEREO,5,0,5,5,3,False,FND3262;FND3747;FND4286,1222,SETD FUNDAO,15040;15061,GOVERNADOR AEREO;PEDRO ERNESTO AEREO,1551918;1552023;1596965;1598687;480790604,2,29
TER950,LDA PATRONATO,LDA,1123,SETD TERRA NOVA,1248309,46,13.2,3304557,5.894,26353.792,7087.489,36,4050.0,1709,2,10,123.96,23,8,15,937229962,5,1,0,5,1,3,TER29079;TER928;TER936,0,1,-43.28978,-22.873453,-43.27416,-22.861639,8555,1711,15044,TERRA NOVA AEREO,5,1,4,6,3,False,TER29079;TER928;TER936,1123,SETD TERRA NOVA,15044,TERRA NOVA AEREO,1606233;1606261;469789390;727566782;937229962,1,1097
BPN29522,LDA COIMBRA,LDA,1159,SETD BRAS DE PINA,1248214,46,13.2,3304557,3.364,7548.584,5225.112,28,3060.0,1472,4,7,116.69,19,7,12,,6,0,1,5,0,3,BPN29431;BPN29872;PER0002,0,0,-43.280543,-22.838116,-43.275665,-22.82593,7380,1476,15017,BRAS DE PINA,5,0,5,5,3,False,BPN29431;BPN29872;PER0002,1159;1240,SETD BRAS DE PINA;SETD PEDRO ERNESTO,15017;15061,BRAS DE PINA;PEDRO ERNESTO AEREO,139293152;1566709;1626428;1626470;1626484,1,1097
BPN29881,LDA CENTROA,LDA,1159,SETD BRAS DE PINA,1248214,46,13.2,3304557,6.27,22134.577,13420.9,38,5392.5,1356,17,8,441.335,37,8,29,,5,0,0,5,0,3,BPN29869;BPN29904;MRT273,0,0,-43.282933,-22.826358,-43.270768,-22.814954,6865,1373,15017,BRAS DE PINA,5,0,5,6,3,False,BPN29869;BPN29904;MRT273,1159;1312,SETD BRAS DE PINA;SETD MERITI,15017,BRAS DE PINA,1606499;1625539;1625623;1625672;1628458,1,1097
FCN830,LDA CABOCLAS,LDA,10386105,SETD FREI CANECA,10401545,46,13.2,3304557,4.072,33336.126,19032.155,25,2955.0,1320,3,4,50.0,25,4,21,769588009,5,1,0,5,1,3,FCN3728;FCN646;FCN758,0,0,-43.206383,-22.928738,-43.194936,-22.914521,6615,1323,15049,FREI CANECA AEREO,5,1,4,5,3,False,FCN3728;FCN646;FCN758,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,1016458559;11035705;11153831;30457935;769588009,1,1097
CMT29129,LDA CRISTOVAO,LDA,10386051,SETD CAMPO MARTE,10401480,46,13.2,3304557,3.039,12326.255,9637.279,20,2505.0,709,13,7,273.97,25,5,20,,6,1,1,5,0,4,CMT0002;CMT29137;TRV907;TRV964,0,0,-43.225489,-22.900042,-43.218291,-22.894986,3610,722,15047,CAMPO MARTE AEREO,5,0,5,5,3,False,CMT29137;TRV907;TRV964,10385898;10386051,SETD CAMPO MARTE;SETD TROVAO,15020;15047,CAMPO MARTE AEREO;TROVAO AEREO,11053193;11053214;11061757;11091921;762734796,1,1097
JAB006,LDA CEMELO,LDA,18520749,SETD JABOATAO,18915195,46,13.2,3304557,3.627,9107.628,5637.746,21,2670.0,682,9,5,67.0,17,1,16,687173115,5,1,0,5,1,3,CHR0014;JAB00005;JAB010,0,0,-43.565942,-22.908551,-43.558284,-22.896475,3455,691,15011,CACHAMORRA,5,1,4,5,3,False,CHR0014;JAB00005;JAB010,18520749;18520758,SETD CACHAMORRA;SETD JABOATAO,15011;15029,CACHAMORRA;JABOATAO AEREO,134286318;20723394;20736554;20737618;687173115,1,1097
AVD33625,LDA VIPAR,LDA,10385943,SETD ALVORADA,10401315,46,13.2,3304557,5.635,14570.731,14279.875,7,420.0,59,7,5,70.8,26,2,24,,5,0,0,5,0,3,AVD33340;AVD33357;GDN0011,0,0,-43.379157,-22.999828,-43.362037,-22.983703,330,66,15004,ALVORADA,5,0,5,5,3,False,AVD33340;AVD33357;GDN0011,10385943;457474244,SETD ALVORADA;SETD GARDENIA,15004;16903,ALVORADA;GARDENIA,11079564;11138583;237643231;29427437;37992803,1,1097
CCD255,LSA RANGEL,LSA,1186,SETD CASCADURA,1248239,67,25.0,3304557,7.401,0.0,0.0,0,0.0,0,0,0,0.0,9,2,7,699260807;764658419,5,2,0,5,2,3,CCD213;PDG208;TQR0009,0,0,-43.361598,-22.925863,-43.332351,-22.880994,0,0,,,5,2,3,5,3,False,CCD213;PDG208;TQR0009,10385871;10385916;1186,SETD CASCADURA;SETD PORTA DAGUA;SETD TAQUARA,15023,TAQUARA AEREO,1553626;1618056;699260807;7331245;764658419,1,1097
VIG002,LSA GRAMA,LSA,18520371,SETD VIGARIO,18915155,67,25.0,3304003,264.824,35902.184,31759.39,625,39952.5,9024,24,160,2707.73,402,43,359,1003469163;624892940,11,3,6,5,2,2,SCI007;VIG001,0,0,-44.059183,-22.781776,-43.81043,-22.558082,45240,9048,15003,VIGARIO,5,2,3,5,2,False,SCI007;VIG001,18520299;18520371,SETD SANTA CECILIA;SETD VIGARIO,15003;15090,SANTA CECILIA AEREO MT/MT;VIGARIO,1003469163;20723541;20745615;494875078;624892940,1,1097
PVN9874,LDA ANTURIO,LDA,1303,SETD PAVUNA,1248399,46,13.2,3304557,14.602,20071.296,11553.585,79,7690.0,6516,2,92,481.91,35,6,29,,5,0,0,5,0,2,PVN0002;PVN70277,0,0,-43.418606,-22.839976,-43.387887,-22.816149,32590,6518,14994,PAVUNA,5,0,5,5,2,False,PVN0002;PVN70277,1303,SETD PAVUNA,14994,PAVUNA,1615088;1615102;1615172;1626134;261410169,1,1097
BMT29884,LDA ROMANA,LDA,1195,SETD BOCA DO MATO,1248179,46,13.2,3304557,4.729,27560.093,8622.792,47,7422.5,5235,0,13,91.22,34,5,29,,5,0,0,5,0,2,BMT29877;BMT29985,0,0,-43.285554,-22.915149,-43.270757,-22.910965,26175,5235,15055,BOCA DO MATO AEREO,5,0,5,5,2,False,BMT29877;BMT29985,1195,SETD BOCA DO MATO,15055,BOCA DO MATO AEREO,1586710;1630964;1631076;1631146;1631216,1,1097
CAM010,LDA NELFON,LDA,18520488,SETD CAMARA,18915100,46,13.2,3304557,10.941,36073.0,5079.207,65,8242.5,5019,2,17,179.3,43,12,31,702279479,5,1,0,5,1,2,CAM009;CAM016,0,2,-43.499026,-22.90379,-43.482877,-22.887451,25105,5021,14991,CAMARA,5,1,4,5,2,False,CAM009;CAM016,18520488,SETD CAMARA,14991,CAMARA,20694617;20739956;20739991;20739998;702279479,1,1097
PVN0005,LDA JAVATA,LDA,1303,SETD PAVUNA,1248399,46,13.2,3304557,12.103,21210.032,12746.712,80,7357.5,4546,9,51,329.89,38,6,32,355779382;463262544,6,2,1,5,2,3,GDL29969;PVN0006;PVN70277,0,1,-43.403055,-22.842248,-43.387951,-22.816157,22775,4555,14994,PAVUNA,5,2,3,5,2,False,GDL29969;PVN70277,1258;1303,SETD GUADALUPE;SETD PAVUNA,14994;15036,GUADALUPE AEREO;PAVUNA,1625063;338002280;355779382;463262544;531983765,1,1097
SRP00012,LDA IPORANGA,LDA,18520803,SETD SARAPUI,18915270,46,13.2,3301702,25.138,31036.032,5176.996,106,9900.0,4381,3,32,442.92,54,9,45,645242290,7,1,2,5,1,4,SRP0003;SRP001;SRP007;SRP008,0,3,-43.368726,-22.718236,-43.322726,-22.661697,21920,4384,15000,SARAPUI,5,1,4,5,2,False,SRP001;SRP008,18520803,SETD SARAPUI,15000,SARAPUI,20671202;20808055;221128132;645242290;645242299,1,1097
TER936,LDA TRADAVE,LDA,1123,SETD TERRA NOVA,1248314,46,13.2,3304557,10.269,29732.29,12251.426,56,6532.5,4188,15,6,73.08,47,5,42,740496075;782444144,5,2,0,5,2,2,TER29079;TER950,0,0,-43.300731,-22.87345,-43.274408,-22.859029,21015,4203,15044,TERRA NOVA AEREO,5,2,3,5,2,False,TER29079;TER950,1123,SETD TERRA NOVA,15044,TERRA NOVA AEREO,107917241;1553458;727566782;740496075;782444144,1,1097
STC00008,LDA INFANTE,LDA,34192093,SETD SANTA CLARA,376712660,46,13.2,3304144,14.253,18652.989,4715.507,64,5430.0,2988,6,16,134.25,30,7,23,1001936281;1007694522,5,2,0,5,2,2,NIG030;STC00010,0,0,-43.552303,-22.747127,-43.524865,-22.719736,14970,2994,15052,SANTA CLARA AEREO,5,2,3,5,2,False,NIG030;STC00010,18519976;34192093,SETD NOVA IGUACU;SETD SANTA CLARA,15052;15692,NOVA IGUACU;SANTA CLARA AEREO,1001936281;1007694522;20748142;20817781;29907831,1,1097
GNB29373,LDA SOLEDADE,LDA,1150,SETD GUANABARA,1248129,46,13.2,3304557,6.05,21873.776,7378.562,45,5752.5,2940,1,38,253.03,28,8,20,,5,0,0,5,0,2,GNB29069;GNB29528,0,0,-43.189357,-22.797889,-43.176837,-22.787558,14705,2941,15037,GUANABARA AEREO,5,0,5,5,2,False,GNB29069;GNB29528,1150,SETD GUANABARA,15037,GUANABARA AEREO,1583112;1608536;1608648;1608718;791714844,2,29
SAT24350,LDS 24350/LLDA LADEIRA,LDS,10385970,SETD SANTO ANTONIO,10401405,46,13.2,3304557,10.913,13450.131,11448.519,41,4445.0,2565,11,16,109.54,34,6,28,972895966;997569259,10,7,5,5,2,3,BPD9837;FCN33945;SAT9523,0,0,-43.189233,-22.928738,-43.176636,-22.907576,12880,2576,15085,SANTO ANTONIO AEREO URBANO,5,2,3,5,2,False,BPD9837;FCN33945,10385961;10386105,SETD BAEPENDI;SETD FREI CANECA,15026;15049,BAEPENDI AEREO;FREI CANECA AEREO,11307443;11307975;472142477;972895966;997569259,1,1097
BMT33497,LDA TOBIAS,LDA,1195,SETD BOCA DO MATO,1248174,46,13.2,3304557,3.17,12928.054,11143.492,28,7692.5,2568,1,14,73.49,20,3,17,,5,0,0,5,0,2,BMT29822;BMT29840,0,0,-43.286399,-22.911006,-43.280425,-22.902151,12845,2569,15055,BOCA DO MATO AEREO,5,0,5,5,2,False,BMT29822;BMT29840,1195,SETD BOCA DO MATO,15055,BOCA DO MATO AEREO,1585674;1589440;1595929;470364841;754228258,1,1097
JDB932,LDS 932/ANG/FARO/EUGENIA,LDS,10385880,SETD JARDIM BOTANICO,10401255,46,13.2,3304557,7.762,14412.885,12232.156,58,8227.5,2199,3,44,406.08,39,12,27,461471995;936615942,5,2,0,5,2,2,JDB1024;JDB771,0,0,-43.220371,-22.964203,-43.19957,-22.955701,11010,2202,15071,JARDIM BOTANICO AEREO,5,2,3,5,2,False,JDB1024;JDB771,10385880,SETD JARDIM BOTANICO,15071,JARDIM BOTANICO AEREO,11080803;11278500;11278633;461471995;936615942,1,1097
RCP9893,LDA ITAPE,LDA,10386006,SETD RIO COMPRIDO,10401350,46,13.2,3304557,2.964,11154.193,8065.232,32,3562.5,2086,2,20,147.35,23,4,19,625146381,6,1,1,5,1,3,RCP33207;RCP3677;RCP9818,0,0,-43.22195,-22.92561,-43.212976,-22.919142,10440,2088,15058,RIO COMPRIDO AEREO,5,1,4,5,2,False,RCP33207;RCP9818,10386006,SETD RIO COMPRIDO,15058,RIO COMPRIDO AEREO,11076841;11076862;11076876;611066261;625146381,1,1097
JDB1024,LDS 1024/ SALD/ JAR/ MIG/ABDE,LDS,10385880,SETD JARDIM BOTANICO,10401245,46,13.2,3304557,5.054,15277.352,13489.958,42,6467.5,2055,4,25,189.1,61,14,47,461471995;936615942,5,2,0,5,2,2,JDB643;JDB932,0,9,-43.218393,-22.964128,-43.19957,-22.956606,10295,2059,15071,JARDIM BOTANICO AEREO,5,2,3,5,2,False,JDB643;JDB932,10385880,SETD JARDIM BOTANICO,15071,JARDIM BOTANICO AEREO,11080803;11137421;11278500;461471995;936615942,1,1097
URG29662,LDA URUTELES,LDA,10385979,SETD URUGUAI,10401410,46,13.2,3304557,3.661,10413.25,8886.187,27,3360.0,2041,4,22,113.1,20,6,14,770592715,5,1,0,5,1,2,ALC0001;ALC740,0,0,-43.245642,-22.936391,-43.24099,-22.920937,10225,2045,15025,URUGUAI AEREO,5,1,4,5,2,False,ALC0001;ALC740,10385889,SETD ALDEIA CAMPISTA,15033,ALDEIA CAMPISTA,11155658;11155721;11155728;770592706;770592715,1,1097
VGE3825,LDA FURQUIN,LDA,1267,SETD VIGARIO GERAL,1248334,46,13.2,3304557,3.731,8403.488,4315.357,26,3180.0,1786,9,25,187.22,23,1,22,109316711,5,1,0,5,1,2,VGE3740;VGE3834,0,1,-43.322196,-22.814687,-43.303954,-22.808797,8975,1795,15062,VIGARIO GERAL AEREO,5,1,4,5,2,False,VGE3740;VGE3834,1267,SETD VIGARIO GERAL,15062,VIGARIO GERAL AEREO,109316711;1593969;1594074;1594102;331054544,1,1097
RCP33211,LDA BABILONIA,LDA,10386006,SETD RIO COMPRIDO,10401360,46,13.2,3304557,3.583,16651.419,14357.506,33,5915.0,1565,3,10,88.48,23,6,17,941753132,5,1,0,5,1,2,ALC868;RCP33216,0,0,-43.235621,-22.925546,-43.221746,-22.919683,7840,1568,15058,RIO COMPRIDO AEREO,5,1,4,5,2,False,ALC868;RCP33216,10385889;10386006,SETD ALDEIA CAMPISTA;SETD RIO COMPRIDO,15033;15058,ALDEIA CAMPISTA;RIO COMPRIDO AEREO,11023120;11036636;11100604;11121263;941753132,1,1097
RAM33372,LDA FROTA,LDA,1132,SETD RAMOS,1248099,46,13.2,3304557,2.74,15342.304,13607.292,28,3735.0,1151,8,10,154.91,21,7,14,,5,0,0,5,0,2,PER29478;RAM33297,0,0,-43.255566,-22.861459,-43.248838,-22.855041,5795,1159,15015,RAMOS AEREO,5,0,5,5,2,False,PER29478;RAM33297,1132;1240,SETD PEDRO ERNESTO;SETD RAMOS,15015,RAMOS AEREO,1584582;1584666;1588005;1632245;1632336,1,1097
TRV634,LDA SAUDOCAR,LDA,10385898,SETD TROVAO,10401240,46,13.2,3304557,4.696,13935.823,4217.856,29,3600.0,955,9,0,0.0,35,6,29,482126207,6,2,1,5,1,3,CMT29124;TRV626;TRV669,0,0,-43.232783,-22.88949,-43.221207,-22.874304,4820,964,15020,TROVAO AEREO,5,1,4,5,2,False,CMT29124;TRV669,10385898;10386051,SETD CAMPO MARTE;SETD TROVAO,15020;15047,CAMPO MARTE AEREO;TROVAO AEREO,11151864;11151913;11151920;482126207;522206340,1,1097
FCN1350,LDA HIPOLITO,LDA,10386105,SETD FREI CANECA,10401545,46,13.2,3304557,4.157,6396.159,4276.261,27,4207.5,568,9,3,16.6,25,6,19,674042155,5,1,0,5,1,2,FCN0001;FCN37177,0,0,-43.198583,-22.91463,-43.190988,-22.90744,2885,577,15049,FREI CANECA AEREO,5,1,4,5,2,False,FCN0001;FCN37177,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,11037567;11075035;38555909;478587920;674042155,7,5
SCO4200,LDS 4200/LDA CALIXTO,LDS,10386060,SETD SAO CONRADO,10401485,46,13.2,3304557,11.746,30230.996,7723.004,70,8235.0,6041,6,6,60.48,46,10,36,,5,0,0,5,0,1,SCO4534,0,0,-43.256581,-23.000674,-43.231503,-22.989374,30235,6047,15053,SAO CONRADO AEREO,5,0,5,5,1,False,SCO4534,10386060,SETD SAO CONRADO,15053,SAO CONRADO AEREO,11036041;11238572;11238586;11238593;38831865,26,2
MRP00004,LDA DAVINCI,LDA,224567922,SETD MARAPICU,224567984,46,13.2,3303500,32.156,29992.437,5740.421,110,8460.0,4666,3,37,387.62,54,10,44,543993984;971839614,5,2,0,5,2,1,ESP018,0,0,-43.646894,-22.823185,-43.590522,-22.793461,23345,4669,15697,MARAPICU,5,2,3,5,1,False,ESP018,18519958,SETD ESPERANCA,15070,ESPERANCA AEREO MT/MT,142728448;20716520;20716618;543993984;971839614,1,1097
BPD4813,LDS 4813/COSVELHO/PAINEIRAS,LDS,10385961,SETD BAEPENDI,10401435,46,13.2,3304557,23.217,19981.7,18182.555,37,3412.5,880,22,46,391.63,42,5,37,,6,1,1,5,0,2,BPD24650;BPD34707,0,0,-43.249353,-22.956676,-43.180809,-22.932686,4510,902,15026,BAEPENDI AEREO,5,0,5,5,1,False,BPD24650,10385961,SETD BAEPENDI,15026,BAEPENDI AEREO,11039639;11240896;11307562;11307604;29413994,1,1097
SCO4534,LDS 4534/LDA GRUTA,LDS,10386060,SETD SAO CONRADO,140568422,46,13.2,3304557,7.886,8981.034,7360.639,6,570.0,62,3,2,22.0,8,0,8,,5,0,0,5,0,1,SCO4200,0,0,-43.257238,-23.000651,-43.227513,-22.987234,325,65,15053,SAO CONRADO AEREO,5,0,5,5,1,False,SCO4200,10386060,SETD SAO CONRADO,15053,SAO CONRADO AEREO,11036041;11238572;11238586;11238593;38831865,26,2
JDB29436,LDA ARARIPE,LDA,10385880,SETD JARDIM BOTANICO,10401215,46,13.2,3304557,3.445,4339.644,3158.931,13,1717.5,459,1,4,57.64,16,7,9,,4,0,0,4,0,6,JDB29041;JDB29935;JDB3636;JDB625;JDB807;JDB814,0,0,-43.233261,-22.978043,-43.217336,-22.963364,1840,460,15071,JARDIM BOTANICO AEREO,4,0,4,6,6,False,JDB29041;JDB29935;JDB3636;JDB625;JDB807;JDB814,10385880,SETD JARDIM BOTANICO,15071,JARDIM BOTANICO AEREO,11008439;11008551;11100415;350674183,1,1097
RAM33377,LDA BRUNINI,LDA,1132,SETD RAMOS,1248109,46,13.2,3304557,3.65,30914.848,3319.084,49,6675.0,2929,3,7,254.906,41,12,29,,5,1,1,4,0,6,PER29478;RAM33290;RAM33310;RAM33315;RAM33354;RAM33389,0,3,-43.253238,-22.855329,-43.241578,-22.848677,11728,2932,15015,RAMOS AEREO,4,0,4,5,5,False,PER29478;RAM33310;RAM33315;RAM33354;RAM33389,1132;1240,SETD PEDRO ERNESTO;SETD RAMOS,15015,RAMOS AEREO,1620779;1620800;1620835;528737804,1,1097
SRD003,LSA PEDAGIO,LSA,18521154,SETD SEROPEDICA,18915505,67,25.0,3305554,25.805,40144.738,38826.939,0,0.0,0,3,0,0.0,30,9,21,,8,1,4,4,0,5,QMD002;QMD008;SRD0005;SRD001;SRD002,1,0,-43.76489,-22.785466,-43.687994,-22.685355,12,3,15043,SEROPEDICA AEREO,4,0,4,5,5,False,QMD002;QMD008;SRD0005;SRD001;SRD002,18520893;18521154,SETD QUEIMADOS;SETD SEROPEDICA,15043,SEROPEDICA AEREO,20729022;20782790;632750963;673670001,1,1097
PDG222,LSA PINTOR,LSA,10385916,SETD PORTA DAGUA,10401275,67,25.0,3304557,7.468,2198.796,2123.335,0,0.0,0,1,0,0.0,10,2,8,470068546,4,1,0,4,1,5,PDG280;PDG29023;PDG29731;PDG33499;PDG33670,0,0,-43.354976,-22.95819,-43.331367,-22.936593,4,1,16902,PORTA DAGUA AEREO,4,1,3,5,5,False,PDG280;PDG29023;PDG29731;PDG33499;PDG33670,10385916,SETD PORTA DAGUA,16902,PORTA DAGUA AEREO,11121333;11154279;470068546;489881287,1,1097
FCN646,LDA PARAISO,LDA,10386105,SETD FREI CANECA,10401390,46,13.2,3304557,9.967,26301.493,13297.189,97,10222.5,7338,3,23,206.62,50,12,38,769588009;996474291,4,2,0,4,2,4,FCN1169;FCN33945;FCN830;FCN929,0,0,-43.199779,-22.923551,-43.186803,-22.911931,29364,7341,15049,FREI CANECA AEREO,4,2,2,4,4,False,FCN1169;FCN33945;FCN830;FCN929,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,11120374;499452582;769588009;996474291,1,1097
VVQ9884,LDA URUCUIA,LDA,1177,SETD VILA VALQUEIRE,1248284,46,13.2,3304557,7.686,21112.895,11503.766,73,8600.0,5573,2,53,523.93,31,8,23,514266727,5,1,1,4,1,5,CCD213;CCD815;TQR00008;VVQ9951;VVQ9968,0,0,-43.370924,-22.90578,-43.348434,-22.887683,22300,5575,15032,VILA VALQUEIRE,4,1,3,5,4,False,CCD213;CCD815;TQR00008;VVQ9951,10385871;1177;1186,SETD CASCADURA;SETD TAQUARA;SETD VILA VALQUEIRE,15023;15032;15034,CASCADURA AEREO;TAQUARA AEREO;VILA VALQUEIRE,1588033;1588103;29328908;514266727,1,1097
CBI24801,LDA CIRBONI,LDA,1141,SETD CACHAMBI,1248124,46,13.2,3304557,3.189,13308.93,11907.452,45,7432.5,3738,1,34,261.92,28,8,20,,4,0,0,4,0,4,CBI00002;CBI24854;CBI33806;CBI33810,0,0,-43.286003,-22.892103,-43.27419,-22.888243,14956,3739,15027,CACHAMBI AEREO,4,0,4,5,4,False,CBI00002;CBI24854;CBI33806;CBI33810,1141,SETD CACHAMBI,15027,CACHAMBI AEREO,1601690;1625784;1625840;487884422,1,1097
MRT0002,LDA GALVAO,LDA,1312,SETD MERITI,1248414,46,13.2,3305109,5.985,14911.169,5663.098,44,4972.5,3294,0,74,606.13,18,5,13,759303880,4,1,0,4,1,4,CXS013;MRT29607;MRT29629;SJO0007,0,0,-43.3311,-22.797976,-43.323633,-22.782418,13176,3294,14993,MERITI,4,1,3,4,4,False,CXS013;MRT29607;MRT29629;SJO0007,1312;18520785;310718139,SETD CAXIAS;SETD MERITI;SETD SAO JOAO,14993;15699;15700,CAXIAS AEREO;MERITI;SAO JOAO,1566590;1604469;1632777;759303880,1,1097
