COD_ID,NOME,tipo,SUB,SUB_NOME,UNI_TR_AT,TEN_NOM,TEN_NOM_kV,MUN,km_MT,ENE_MWh_ano,ENE_UC_MWh_ano,n_UNTRMT,kVA_instalado,n_UCBT,n_UCMT,n_DER,kW_DER,chaves_total,chaves_NA,chaves_NF,chaves_telecomandadas,NA_interligacao,NA_interligacao_telecomandada,NA_interligacao_SE,NA_interligacao_campo,NA_interligacao_campo_telecomandada,n_vizinhos,vizinhos,n_UNREMT,n_UNCRMT,lon_min,lat_min,lon_max,lat_max,score,n_clientes,CONJ_CODIGO,CONJ_NOME,ties_campo,ties_telecomandadas,ties_manuais,pares_ctmt_vizinho,grau,sem_socorro,alimentadores_socorro,subestacoes_socorro,subestacoes_socorro_nomes,conjuntos_socorro,conjuntos_socorro_nomes,chaves_campo,componente_id,tamanho_componente
NIG018,LDA AEROCLUBE,LDA,18519976,SETD NOVA IGUACU,18915380,46,13.2,3303500,6.782,15510.126,12287.0,56,8062.5,2926,9,24,268.19,43,9,34,,4,0,0,4,0,4,NIG0004;NIG009;NIG015;NIG025,0,1,-43.461436,-22.758917,-43.44564,-22.751458,11740,2935,15692,NOVA IGUACU,4,0,4,5,4,False,NIG0004;NIG009;NIG015;NIG025,18519976,SETD NOVA IGUACU,15692,NOVA IGUACU,20232408;20674961;310366167;330921495,1,1097
PDG29015,LDA ARTISTAS,LDA,10385916,SETD PORTA DAGUA,10401210,46,13.2,3304557,2.618,14824.31,13063.12,40,6650.0,2802,2,30,356.58,32,8,24,,7,3,3,4,0,5,PDG29724;PDG29731;PDG29748;PDG33010;PDG33304,0,0,-43.341889,-22.93968,-43.331642,-22.936484,11216,2804,16902,PORTA DAGUA AEREO,4,0,4,4,4,False,PDG29724;PDG29731;PDG29748;PDG33010,10385916,SETD PORTA DAGUA,16902,PORTA DAGUA AEREO,11009398;11009433;11009517;11009531,1,1097
CHR016,LDA CATANDU,LDA,18520758,SETD CACHAMORRA,18915200,46,13.2,3304557,6.365,12398.088,5230.371,28,2725.0,2121,1,69,353.06,15,4,11,,4,0,0,4,0,4,CHR0003;CHR004;CHR017;STS004,0,0,-43.568253,-22.927098,-43.552232,-22.914051,8488,2122,15011,CACHAMORRA,4,0,4,5,4,False,CHR0003;CHR004;CHR017;STS004,18520758;18521136,SETD CACHAMORRA;SETD SANTISSIMO,15011;15042,CACHAMORRA;SANTISSIMO AEREO,20687505;20687526;20739760;755769765,1,1097
RAM33310,LDA LACE,LDA,1132,SETD RAMOS,1248099,46,13.2,3304557,5.192,30940.3,2219.391,65,8790.0,1717,3,2,60.0,24,2,22,,4,0,0,4,0,4,DMC3523;RAM33354;RAM33377;RAM33389,0,0,-43.254448,-22.860907,-43.238376,-22.852439,6880,1720,15015,RAMOS AEREO,4,0,4,4,4,False,DMC3523;RAM33354;RAM33377;RAM33389,1132;1168,SETD DEMOCRATICOS;SETD RAMOS,15015;15056,DEMOCRATICOS AEREO;RAMOS AEREO,1599450;1620779;1620842;332102314,1,1097
TUR010,LDA TAUBATE,LDA,1294,SETD TURIACU,1248384,46,13.2,3304557,4.535,19786.01,17118.495,30,3647.5,1697,7,4,119.5,20,1,19,,4,0,0,4,0,4,CCD3348;CCD4079;TUR001;TUR007,0,0,-43.353757,-22.87425,-43.338029,-22.855846,6816,1704,15002,TURIACU,4,0,4,4,4,False,CCD3348;CCD4079;TUR001;TUR007,1186;1294,SETD CASCADURA;SETD TURIACU,15002;15034,CASCADURA AEREO;TURIACU,1581670;1607409;1607507;1622802,1,1097
BPN29915,LDA SANTIAGO,LDA,1159,SETD BRAS DE PINA,1248209,46,13.2,3304557,5.261,11514.052,9103.412,46,5152.5,1077,13,23,589.416,33,4,29,,4,0,0,4,0,4,BPN29869;BPN29872;BPN303;PER763,0,0,-43.279822,-22.832758,-43.268632,-22.825201,4360,1090,15017,BRAS DE PINA,4,0,4,5,4,False,BPN29869;BPN29872;BPN303;PER763,1159;1240,SETD BRAS DE PINA;SETD PEDRO ERNESTO,15017;15061,BRAS DE PINA;PEDRO ERNESTO AEREO,141556134;1581362;1581495;1617370,1,1097
WLS004,LDA BEMARAL,LDA,18519994,SETD WASHINGTON LUIS,18915365,46,13.2,3301702,2.232,8409.384,7504.065,35,7340.0,1082,4,3,175.0,24,6,18,,5,0,1,4,0,4,CXS009;WLS00012;WLS00015;WLS010,0,0,-43.311036,-22.793815,-43.306572,-22.787563,4344,1086,15073,WASHINGTON LUIS AEREO,4,0,4,4,4,False,CXS009;WLS00012;WLS00015;WLS010,18519994;18520785,SETD CAXIAS;SETD WASHINGTON LUIS,15073;15700,CAXIAS AEREO;WASHINGTON LUIS AEREO,114620059;20760713;20760741;279535152,1,1097
ALC9993,LDA AMARAL,LDA,10385889,SETD ALDEIA CAMPISTA,10401465,46,13.2,3304557,2.121,18381.171,17431.557,18,1965.0,696,3,14,67.71,15,6,9,,4,0,0,4,0,4,ALC0001;ALC740;LPD29159;LPD29232,0,0,-43.249808,-22.92318,-43.238074,-22.917075,2796,699,15033,ALDEIA CAMPISTA,4,0,4,4,4,False,ALC0001;ALC740;LPD29159;LPD29232,10385889;10386033,SETD ALDEIA CAMPISTA;SETD LEOPOLDO,15030;15033,ALDEIA CAMPISTA;LEOPOLDO AEREO,11006829;11006836;277194893;615454727,1,1097
CMT0002,LDS 1127/LDS 698/LRA OLIVARES/LRA ESCOBAR,LDS,10386051,SETD CAMPO MARTE,10401380,46,13.2,3304557,3.89,21150.047,18947.715,24,3367.5,507,9,10,232.8,56,8,48,,5,1,1,4,0,6,CMT29092;CMT29117;CMT29124;CMT29126;CMT29129;CMT3164,0,8,-43.219948,-22.90381,-43.212174,-22.897226,2064,516,15047,CAMPO MARTE AEREO,4,0,4,4,4,False,CMT29092;CMT29117;CMT29126;CMT3164,10386051,SETD CAMPO MARTE,15047,CAMPO MARTE AEREO,11024478;11081279;11081300;11102193,1,1097
REC37476,LDS 37476,LDS,132097219,SETD RECREIO,132098319,46,13.2,3304557,1.81,19658.33,17334.082,0,0.0,0,7,0,0.0,5,2,3,574279727,4,1,0,4,1,4,REC0001;REC0017;REC7;REC9,0,0,-43.468558,-23.013131,-43.459272,-23.009049,28,7,15690,BARRA SUBTERRANEO,4,1,3,5,4,False,REC0001;REC0017;REC7;REC9,132097219,SETD RECREIO,14999,RECREIO,264377913;264378562;574279727;574279819,1,1097
CHR06,LDA TAMI,LDA,18520758,SETD CACHAMORRA,18915215,46,13.2,3304557,3.081,0.0,0.0,0,0.0,0,0,0,0.0,11,2,9,,4,0,0,4,0,4,CHR0001;CHR014;CHR020;STS001,0,0,-43.577059,-22.947039,-43.568161,-22.924067,0,0,,,4,0,4,4,4,False,CHR0001;CHR014;CHR020;STS001,18520758;18521136,SETD CACHAMORRA;SETD SANTISSIMO,15011;15042,CACHAMORRA;SANTISSIMO AEREO,518170006;778335932;778336685;811592965,1,1097
TRG282,LSA CANINDE,LSA,1204,SETD TRIAGEM,1248254,67,25.0,3304557,4.293,0.0,0.0,0,0.0,0,0,0,0.0,13,2,11,799800562,4,1,0,4,1,4,CBI24876;TRG347;TRG729;TRG959,0,0,-43.266855,-22.899672,-43.248651,-22.886833,0,0,,,4,1,3,5,4,False,CBI24876;TRG347;TRG729;TRG959,1141;1204,SETD CACHAMBI;SETD TRIAGEM,15024;15027,CACHAMBI AEREO;TRIAGEM AEREO,1595537;1623278;799800562;801200485,1,1097
BAR29386,LDA FREIJO,LDA,10385907,SETD BARRA,10401285,46,13.2,3304557,6.29,25460.223,12725.133,92,12007.5,11285,0,25,199.8,34,11,23,,4,0,0,4,0,3,BAR000;BAR29407;BAR33398,0,0,-43.325833,-22.998485,-43.306576,-22.986691,45140,11285,15013,BARRA AEREO,4,0,4,4,3,False,BAR000;BAR29407;BAR33398,10385907,SETD BARRA,15013,BARRA AEREO,11061701;11135762;54541314;702897801,1,1097
BRI002,LSS 20208,LSS,18521208,SETD BRISAMAR,18915495,67,25.0,3302007,38.276,30844.884,16108.289,150,21995.0,8411,8,122,963.09,110,18,92,,6,1,2,4,0,4,BRI001;BRI003;ITG0008;ITG0011,0,0,-43.889011,-22.908031,-43.808233,-22.870732,33676,8419,15006,BRISA MAR,4,0,4,5,3,False,BRI003;ITG0008;ITG0011,18521208;310129856,SETD BRISAMAR;SETD ITAGUAI,15006;15694,BRISA MAR;ITAGUAI,20708064;20782230;344670826;821648732,1,1097
GDL24901,LDA SILTERRA,LDA,1258,SETD GUADALUPE,1248344,46,13.2,3304557,14.748,29342.656,11587.297,99,10732.5,6427,6,25,118.17,45,6,39,458363736,5,2,1,4,1,4,GDL00001;GDL00002;PVN9815;ROS016,0,0,-43.373734,-22.835944,-43.354329,-22.807261,25732,6433,15036,GUADALUPE AEREO,4,1,3,4,3,False,GDL00002;PVN9815;ROS016,1258;1303;18519985,SETD GUADALUPE;SETD PAVUNA;SETD ROSALI,14994;14996;15036,GUADALUPE AEREO;PAVUNA;ROSALI,107719320;1614122;45490810;458363736,1,1097
GDL0003,LDA VERMELHA,LDA,1258,SETD GUADALUPE,1248439,46,13.2,3304557,16.528,17769.606,9793.76,58,6345.0,5543,4,67,373.47,40,10,30,1002451546,4,1,0,4,1,3,GDL0004;GDL29969;PMG020,0,3,-43.411552,-22.86169,-43.370628,-22.83583,22188,5547,15036,GUADALUPE AEREO,4,1,3,4,3,False,GDL0004;GDL29969;PMG020,1258;18520479,SETD GUADALUPE;SETD PADRE MIGUEL,15019;15036,GUADALUPE AEREO;PADRE MIGUEL,1002451546;539974818;576078819;576671361,1,1097
CBI24896,LDA LUFERNAN,LDA,1141,SETD CACHAMBI,1248114,46,13.2,3304557,6.07,21582.448,9836.987,64,7822.5,4624,0,47,254.92,19,3,16,139718427,5,1,1,4,1,4,CBI00003;CBI24854;CBI24982;CBI33803,0,0,-43.276015,-22.889502,-43.266058,-22.880743,18496,4624,15027,CACHAMBI AEREO,4,1,3,4,3,False,CBI24854;CBI24982;CBI33803,1141,SETD CACHAMBI,15027,CACHAMBI AEREO,139718427;1596545;1596587;478016669,1,1097
ITP33396,LDA SERNAMBI,LDA,10385988,SETD ITAPEBA,10401335,46,13.2,3304557,14.662,23559.388,20439.351,97,14870.0,4328,3,66,449.98,58,8,50,587844307,4,1,0,4,1,3,ITP33382;REC00008;REC0015,0,0,-43.475513,-23.032223,-43.428854,-22.998174,17324,4331,15066,ITAPEBA AEREO URBANO,4,1,3,4,3,False,ITP33382;REC00008;REC0015,10385988;132097219,SETD ITAPEBA;SETD RECREIO,14999;15066,ITAPEBA AEREO URBANO;RECREIO,11152725;131993322;587844307;804541018,1,1097
MRT9979,LDA LOBATO,LDA,1312,SETD MERITI,1248419,46,13.2,3305109,9.814,18533.751,8733.716,75,8362.5,3962,7,19,278.122,32,7,25,745047761,4,1,0,4,1,3,MRT2135;MRT9928;ROS001,0,0,-43.350601,-22.803074,-43.330525,-22.795022,15876,3969,14993,MERITI,4,1,3,5,3,False,MRT2135;MRT9928;ROS001,1312;18519985,SETD MERITI;SETD ROSALI,14993;14996,MERITI;ROSALI,1596118;1596195;163734767;745047761,1,1097
URG29952,LDA ANDARAI,LDA,10385979,SETD URUGUAI,10401375,46,13.2,3304557,4.807,15206.486,9580.309,51,7167.5,3728,0,37,226.82,29,4,25,,4,0,0,4,0,3,URG29718;URG29931;URG29944,0,0,-43.25236,-22.937039,-43.244494,-22.930088,14912,3728,15025,URUGUAI AEREO,4,0,4,4,3,False,URG29718;URG29931;URG29944,10385979,SETD URUGUAI,15025,URUGUAI AEREO,11061918;11137974;11137988;459037252,1,1097
RCP33216,LDA MARQUEVAL,LDA,10386006,SETD RIO COMPRIDO,10401350,46,13.2,3304557,4.809,24864.239,22338.723,63,9025.0,3541,7,35,228.49,37,5,32,,4,0,0,4,0,3,ALC718;RCP33211;RCP9882,0,0,-43.232702,-22.925618,-43.221658,-22.918194,14192,3548,15058,RIO COMPRIDO AEREO,4,0,4,4,3,False,ALC718;RCP33211;RCP9882,10385889;10386006,SETD ALDEIA CAMPISTA;SETD RIO COMPRIDO,15033;15058,ALDEIA CAMPISTA;RIO COMPRIDO AEREO,11023120;11036510;11100541;11100604,1,1097
TER29223,LDA ZIEZE,LDA,1123,SETD TERRA NOVA,1248309,46,13.2,3304557,7.473,38240.603,26015.846,45,5480.0,3159,5,11,148.96,31,3,28,,4,0,0,4,0,3,PDD9873;PDD9896;TER846,0,0,-43.296251,-22.882261,-43.274152,-22.867644,12656,3164,15044,TERRA NOVA AEREO,4,0,4,4,3,False,PDD9873;PDD9896;TER846,1123;1231,SETD PIEDADE;SETD TERRA NOVA,14998;15044,PIEDADE;TERRA NOVA AEREO,14909013;1590833;1600584;1621213,1,1097
FCN0001,LDA CARMONETO,LDA,10386105,SETD FREI CANECA,10401545,46,13.2,3304557,5.205,12209.323,9911.422,62,7177.5,3135,5,13,219.58,31,6,25,,5,1,1,4,0,4,FCN1322;FCN1350;FCN1438;FCN604,0,0,-43.206517,-22.915771,-43.197161,-22.908487,12560,3140,15049,FREI CANECA AEREO,4,0,4,4,3,False,FCN1322;FCN1350;FCN1438,10386105,SETD FREI CANECA,15049,FREI CANECA AEREO,11037567;11037595;38555909;401232258,7,5
ALC3601,LDA RESERBAN,LDA,10385889,SETD ALDEIA CAMPISTA,10401450,46,13.2,3304557,3.686,9370.923,7483.051,32,5250.0,2736,2,20,123.66,38,12,26,494595875,4,1,0,4,1,3,ALC3403;ALC734;LPD29232,0,0,-43.249097,-22.919999,-43.237862,-22.915347,10952,2738,15033,ALDEIA CAMPISTA,4,1,3,4,3,False,ALC3403;ALC734;LPD29232,10385889;10386033,SETD ALDEIA CAMPISTA;SETD LEOPOLDO,15030;15033,ALDEIA CAMPISTA;LEOPOLDO AEREO,1022156737;11136399;494595875;494595884,1,1097
SRP004,LDA DRAGON,LDA,18520803,SETD SARAPUI,18915275,46,13.2,3301702,7.596,20215.296,2808.462,39,4837.5,2670,4,6,67.7,19,3,16,30900294,4,1,0,4,1,3,CXS017;CXS019;SJO0011,0,0,-43.32406,-22.745222,-43.305758,-22.717249,10696,2674,15000,SARAPUI,4,1,3,4,3,False,CXS017;CXS019;SJO0011,18520785;310718139,SETD CAXIAS;SETD SAO JOAO,15699;15700,CAXIAS AEREO;SAO JOAO,20698607;20729281;22505668;30900294,1,1097
RAM0001,LDA GENERACAO,LDA,1132,SETD RAMOS,1248099,46,13.2,3304557,6.098,36423.104,1500.326,61,8167.5,2402,2,1,2.6,29,3,26,630191815,4,1,0,4,1,3,DMC3523;DMC631;RAM33284,0,0,-43.253088,-22.868908,-43.233146,-22.855035,9616,2404,15056,DEMOCRATICOS AEREO,4,1,3,4,3,False,DMC3523;DMC631;RAM33284,1132;1168,SETD DEMOCRATICOS;SETD RAMOS,15015;15056,DEMOCRATICOS AEREO;RAMOS AEREO,1592912;1611595;630191806;630191815,1,1097
RAM33315,LDA PORENA,LDA,1132,SETD RAMOS,1248099,46,13.2,3304557,10.786,16906.881,2744.319,60,6562.5,2176,5,4,61.19,47,7,40,,5,0,1,4,0,4,PER29452;PER29478;PER874;RAM33377,0,0,-43.260548,-22.85647,-43.237889,-22.817781,8724,2181,15015,RAMOS AEREO,4,0,4,4,3,False,PER29452;PER874;RAM33377,1132;1240,SETD PEDRO ERNESTO;SETD RAMOS,15015;15061,PEDRO ERNESTO AEREO;RAMOS AEREO,1608515;1620247;1620548;528737804,1,1097
GVD9871,LDA TODILHAS,LDA,1213,SETD GOVERNADOR,1248404,46,13.2,3304557,4.597,16807.49,11998.072,32,3592.5,1758,4,70,506.28,19,3,16,,6,2,2,4,0,5,FND3262;GNB33406;GNB33413;GVD29899;GVD9878,0,0,-43.203619,-22.804437,-43.193294,-22.797806,7048,1762,15040,GOVERNADOR AEREO,4,0,4,4,3,False,FND3262;GNB33406;GNB33413,1150;1222,SETD FUNDAO;SETD GUANABARA,15037;15040,GOVERNADOR AEREO;GUANABARA AEREO,1585793;1602824;1602978;1617860,2,29
JDB29935,LDA SANTARI,LDA,10385880,SETD JARDIM BOTANICO,10401245,46,13.2,3304557,5.347,10907.318,9763.738,30,3530.0,1624,8,8,53.23,33,8,25,,4,0,0,4,0,3,JDB29041;JDB29436;LBN00004,0,0,-43.231026,-22.981355,-43.217475,-22.963295,6528,1632,15071,JARDIM BOTANICO AEREO,4,0,4,4,3,False,JDB29041;JDB29436;LBN00004,10385880;55813421,SETD JARDIM BOTANICO;SETD LEBLON,15071,JARDIM BOTANICO AEREO,11138317;11138345;11138380;350674183,1,1097
AVD30282,LDS 34560/30282/30589,LDS,10385943,SETD ALVORADA,10401315,46,13.2,3304557,18.391,26177.201,23773.745,56,11700.0,1500,2,77,1174.23,31,5,26,10917784;51249109,4,2,0,4,2,3,AVD30081;ITP0002;ITP0003,0,0,-43.402821,-23.005706,-43.356425,-22.98415,6008,1502,15004,ALVORADA,4,2,2,4,3,False,AVD30081;ITP0002;ITP0003,10385943;10385988,SETD ALVORADA;SETD ITAPEBA,15004;15060;15066,ALVORADA;ITAPEBA AEREO URBANO;ITAPEBA SUBTERRANEO,10917784;50755378;51249109;542942428,1,1097
URG29970,LDA CONDEFIM,LDA,10385979,SETD URUGUAI,10401410,46,13.2,3304557,4.167,8495.705,7396.009,27,4040.0,1434,3,21,114.07,22,6,16,977477633,4,1,0,4,1,3,ALC740;URG29706;URG29983,0,0,-43.24483,-22.937379,-43.236478,-22.929303,5748,1437,15025,URUGUAI AEREO,4,1,3,4,3,False,ALC740;URG29706;URG29983,10385889;10385979,SETD ALDEIA CAMPISTA;SETD URUGUAI,15025;15033,ALDEIA CAMPISTA;URUGUAI AEREO,11006283;11006717;11024191;977477633,1,1097
CHR005,LDA LAFAY,LDA,18520758,SETD CACHAMORRA,18915200,46,13.2,3304557,4.21,16640.435,10979.724,27,3787.5,1309,1,22,197.93,18,5,13,,5,0,1,4,0,4,CHR0003;CHR0014;CHR004;JAB010,0,0,-43.568262,-22.925028,-43.558257,-22.906927,5240,1310,15011,CACHAMORRA,4,0,4,4,3,False,CHR0003;CHR0014;JAB010,18520749;18520758,SETD CACHAMORRA;SETD JABOATAO,15011;15029,CACHAMORRA;JABOATAO AEREO,20723457;20723464;20736540;20736694,1,1097
TRG872,LDA MINERIOS,LDA,1204,SETD TRIAGEM,1248299,46,13.2,3304557,5.63,17808.131,3567.674,53,5842.5,1199,2,0,0.0,24,4,20,,4,0,0,4,0,3,DMC925;TRG665;TRG708,0,0,-43.25073,-22.891158,-43.242559,-22.878974,4804,1201,15024,TRIAGEM AEREO,4,0,4,4,3,False,DMC925;TRG665;TRG708,1168;1204,SETD DEMOCRATICOS;SETD TRIAGEM,15024;15056,DEMOCRATICOS AEREO;TRIAGEM AEREO,1602138;1602215;1602229;535865789,1,1097
PVN9935,LDA MOUREZAR,LDA,1303,SETD PAVUNA,1248399,46,13.2,3304557,3.754,9804.816,858.423,19,2287.5,1181,0,3,14.7,13,5,8,,5,0,1,4,0,4,PVN0001;PVN0006;PVN9828;PVN9891,0,0,-43.388028,-22.827665,-43.379167,-22.81604,4724,1181,14994,PAVUNA,4,0,4,4,3,False,PVN0001;PVN9828;PVN9891,1303,SETD PAVUNA,14994,PAVUNA,1603566;456654044;550572416;96319266,1,1097
CMT29126,LDA BENEDONI,LDA,10386051,SETD CAMPO MARTE,10401480,46,13.2,3304557,5.71,14442.357,8510.568,37,3390.0,821,7,4,181.0,35,3,32,,4,0,0,4,0,3,CMT0002;CMT29124;CMT29131,0,0,-43.22161,-22.898886,-43.213349,-22.88807,3312,828,15047,CAMPO MARTE AEREO,4,0,4,4,3,False,CMT0002;CMT29124;CMT29131,10386051,SETD CAMPO MARTE,15047,CAMPO MARTE AEREO,11024345;11024380;11024478;11074657,1,1097
MRT3710,LDA CARIOCA,LDA,1312,SETD MERITI,1248424,46,13.2,3305109,6.431,13316.812,7429.082,17,1800.0,705,14,2,329.8,35,4,31,,4,0,0,4,0,3,MRT3881;ROS001;ROS017,0,0,-43.355843,-22.802378,-43.330602,-22.793457,2876,719,14993,MERITI,4,0,4,4,3,False,MRT3881;ROS001;ROS017,1312;18519985,SETD MERITI;SETD ROSALI,14993;14996,MERITI;ROSALI,1623558;1623586;20801839;27469093,1,1097
ESP002,LDA CHAGAS,LDA,18519958,SETD ESPERANCA,18915330,46,13.2,3304557,5.608,6846.082,616.411,17,1515.0,688,0,2,23.37,39,6,33,,5,1,1,4,0,3,ESP004;ESP013;PCI0012,0,5,-43.6804,-22.926186,-43.661189,-22.912553,2752,688,16899,ESPERANCA AEREO AT/MT,4,0,4,4,3,False,ESP004;ESP013;PCI0012,18519958;450101398,SETD ESPERANCA;SETD PACIENCIA,16899;16900,ESPERANCA AEREO AT/MT;PACIENCIA,147988439;20667422;20703850;453567712,1,1097
SCO0001,LDA JOASEIRA,LDA,10386060,SETD SAO CONRADO,140568422,46,13.2,3304557,15.599,11349.203,8602.648,67,6877.5,665,9,72,1032.7,70,13,57,496429537,4,1,0,4,1,3,BAR99999;SCO24296;SCO29909,0,4,-43.296226,-23.016327,-43.251824,-22.990901,2696,674,15053,SAO CONRADO AEREO,4,1,3,4,3,False,BAR99999;SCO24296;SCO29909,10385907;10386060,SETD BARRA;SETD SAO CONRADO,15013;15053;15079,BARRA AEREO;SAO CONRADO AEREO;SAO CONRADO SUBTERRANEO,11036762;496429537;673488321;770064557,1,1097
GDN0020,LDS 61156,LDS,457474244,SETD GARDENIA,457474515,46,13.2,3304557,11.232,19874.217,18393.112,21,215.0,545,3,15,343.75,27,2,25,,5,1,1,4,0,4,GDN0012;GDN0013;GDN0021;GDN0022,0,0,-43.380414,-22.973182,-43.352928,-22.958551,2192,548,16903,GARDENIA,4,0,4,5,3,False,GDN0012;GDN0013;GDN0022,457474244,SETD GARDENIA,16903,GARDENIA,1011662694;459364213;512356353;783728005,1,1097
GDL0004,LDA AZUL,LDA,1258,SETD GUADALUPE,1248319,46,13.2,3304557,11.379,0.0,0.0,0,0.0,0,1,0,0.0,18,0,18,,5,1,1,4,0,4,GDL00001;GDL0003;PMG0012;PMG0015,0,0,-43.407486,-22.868926,-43.370756,-22.835823,4,1,15036,GUADALUPE AEREO,4,0,4,4,3,False,GDL0003;PMG0012;PMG0015,1258;18520479,SETD GUADALUPE;SETD PADRE MIGUEL,15019;15036,GUADALUPE AEREO;PADRE MIGUEL,565769564;565770665;576078819;577096446,1,1097
PMG0015,LDA AMARELA,LDA,18520479,SETD PADRE MIGUEL,18915110,46,13.2,3304557,8.138,218.423,209.021,0,0.0,0,1,0,0.0,18,2,16,,5,0,1,4,0,4,GDL0004;PMG0012;PMG006;PMG013,0,0,-43.426164,-22.890946,-43.402555,-22.859424,4,1,15019,PADRE MIGUEL,4,0,4,4,3,False,GDL0004;PMG0012;PMG013,1258;18520479,SETD GUADALUPE;SETD PADRE MIGUEL,15019;15036,GUADALUPE AEREO;PADRE MIGUEL,20659866;565769564;565770665;986952435,1,1097
VRD021,LSA VOTORANTIM,LSA,18520470,SETD VOLTA REDONDA,18915415,67,25.0,3306305,103.861,32824.32,35591.437,352,29525.0,12786,31,212,7558.68,241,38,203,461223510;482702344,8,3,4,4,2,4,SCI001;VRD002;VRD004;VRD015,0,0,-44.089259,-22.567188,-43.95608,-22.485407,51268,12817,15086,VOLTA REDONDA AEREO MT/MT,4,2,2,4,2,False,SCI001;VRD004,18520299;18520470,SETD SANTA CECILIA;SETD VOLTA REDONDA,15084;15090,SANTA CECILIA AEREO MT/MT;VOLTA REDONDA AEREO AT/MT,20718466;461223510;482702344;482702354,1,1097
INF0003,LSA CARMENSE I,LSA,449886789,SETD INFLUENCIA,449887035,67,25.0,3301207,285.053,-10797.335,23867.947,746,41210.0,9560,15,253,14839.853,288,51,237,946324654,7,2,3,4,1,2,INF0004;INF0005,0,2,-42.670753,-22.013952,-42.501273,-21.835516,38300,9575,15091,SAPUCAIA,4,1,3,4,2,False,INF0004;INF0005,449886789,SETD INFLUENCIA,15091,SAPUCAIA,257919342;25955413;536179105;946324654,1,1097
SPC001,LSA PORTONOVO,LSA,18520614,SETD SAPUCAIA,18915175,67,25.0,3305406,530.594,13859.625,17489.16,1300,51540.0,7721,12,174,7767.95,410,55,355,,10,2,6,4,0,2,INF0005;SPC002,0,1,-42.944111,-22.149528,-42.690318,-21.884667,30932,7733,15091,SAPUCAIA,4,0,4,4,2,False,INF0005;SPC002,18520614;449886789,SETD INFLUENCIA;SETD SAPUCAIA,15091,SAPUCAIA,20736316;20769690;20774670;20776273,1,1097
CUR33347,LDA DENGO,LDA,10386042,SETD CURICICA,676429630,46,13.2,3304557,16.248,30200.085,22955.644,115,14362.5,6233,13,77,1225.32,75,12,63,510539628,5,1,1,4,1,2,CUR33334;ITP33370,0,2,-43.43632,-22.974575,-43.396676,-22.956494,24984,6246,16901,CURICICA AEREO,4,1,3,4,2,False,CUR33334;ITP33370,10385988;10386042,SETD CURICICA;SETD ITAPEBA,15066;16901,CURICICA AEREO;ITAPEBA AEREO URBANO,11054775;510539618;510539628;539064592,1,1097
TUR005,LDA RUBI,LDA,1294,SETD TURIACU,1248389,46,13.2,3304557,10.66,27365.073,9985.97,95,10797.5,5957,2,50,487.66,31,7,24,483314225,4,1,0,4,1,2,GDL29735;TUR011,0,1,-43.360087,-22.856269,-43.350741,-22.835461,23836,5959,15002,TURIACU,4,1,3,4,2,False,GDL29735;TUR011,1258;1294,SETD GUADALUPE;SETD TURIACU,15002;15036,GUADALUPE AEREO;TURIACU,1587186;1587263;483314225;761330548,1,1097
AGR009,LDA MISAEL,LDA,1285,SETD AGUA GRANDE,1248369,46,13.2,3304557,6.922,18964.41,14601.964,72,8085.0,5459,3,62,706.49,37,8,29,,4,0,0,4,0,2,AGR004;AGR005,0,0,-43.319174,-22.828674,-43.310982,-22.820292,21848,5462,15045,AGUA GRANDE AEREO,4,0,4,4,2,False,AGR004;AGR005,1285,SETD AGUA GRANDE,15045,AGUA GRANDE AEREO,1589426;1602733;1602747;1614542,1,1097
ALC9801,LDA SILDORO,LDA,10385889,SETD ALDEIA CAMPISTA,10401465,46,13.2,3304557,7.196,22590.294,21004.543,69,10820.0,4818,12,46,558.4,62,12,50,,4,0,0,4,0,2,ALC651;ALC734,0,0,-43.246121,-22.917459,-43.236364,-22.903614,19320,4830,15033,ALDEIA CAMPISTA,4,0,4,4,2,False,ALC651;ALC734,10385889,SETD ALDEIA CAMPISTA,15033,ALDEIA CAMPISTA,11026914;11153355;491328161;689036772,1,1097
PDG29820,LDA GOIS,LDA,10385916,SETD PORTA DAGUA,10401210,46,13.2,3304557,11.1,24354.939,21660.502,98,12332.5,4804,7,361,2127.37,50,10,40,30946879;765062074,6,4,2,4,2,4,PDG29724;PDG29731;PDG33304;PDG33651,0,0,-43.352494,-22.938392,-43.331647,-22.92174,19244,4811,16902,PORTA DAGUA AEREO,4,2,2,4,2,False,PDG29731;PDG33651,10385916,SETD PORTA DAGUA,16902,PORTA DAGUA AEREO,11064781;139366213;30946879;765062074,1,1097
ROS00020,LDA SEDNA,LDA,18519985,SETD ROSALI,18915375,46,13.2,3305109,6.728,19095.783,6184.521,42,4612.5,4655,2,39,465.14,27,7,20,986808500,4,1,0,4,1,2,ROS013;ROS014,0,0,-43.388052,-22.794941,-43.370178,-22.787669,18628,4657,14996,ROSALI,4,1,3,4,2,False,ROS013;ROS014,18519985,SETD ROSALI,14996,ROSALI,139739701;20731164;20731185;986808500,1,1097
